text,polarity,stem
ανικανοποίητος,-1,ΑΝΙΚΑΝΟΠΟΙΗΤ
ανία,-1,ΑΝΙ
ανθρωποφοβία,-1,ΑΝΘΡΩΠΟΦΟΒΙ
ανθρωπάκι,-1,ΑΝΘΡΩΠΑΚ
ανεύθυνος,-1,ΑΝΕΥΘΥΝ
ανευθυνολογώ,-1,ΑΝΕΥΘΥΝΟΛΟΓ
ανεπαρκής,-1,ΑΝΕΠΑΡΚ
ανεπαρκέστατη,-1,ΑΝΕΠΑΡΚΕΣΤΑΤ
ανεντρόπιαστος,-1,ΑΝΕΝΤΡΟΠΙΑΣΤ
ανέντιμος,-1,ΑΝΕΝΤΙΜ
ανελέητος,-1,ΑΝΕΛΕΗΤ
ανελεήμονας,-1,ΑΝΕΛΕΗΜΟΝ
ανέκφραστος,-1,ΑΝΕΚΦΡΑΣΤ
ανεκδοτολογία,-1,ΑΝΕΚΔΟΤΟΛΟΓΙ
ανεκδιήγητος,-1,ΑΝΕΚΔΙΗΓΗΤ
ανειλικρινής,-1,ΑΝΕΙΛΙΚΡΙΝ
ανδρείκελο,-1,ΑΝΔΡΕΙΚΕΛ
ανατριχίλα,-1,ΑΝΑΤΡΙΧΙΛ
ανατριχιάζω,-1,ΑΝΑΤΡΙΧΙΑΖ
ανασφάλεια,-1,ΑΝΑΣΦΑΛΕΙ
αναστεναγμός,-1,ΑΝΑΣΤΕΝΑΓΜ
αναστάτωση,-1,ΑΝΑΣΤΑΤΩΣ
αναστατώνω,-1,ΑΝΑΣΤΑΤΩΝ
ανάστατος,-1,ΑΝΑΣΤΑΤ
ανασκιρτώ,-1,ΑΝΑΣΚΙΡΤ
αναριγώ,-1,ΑΝΑΡΙΓ
αναπηδώ,-1,ΑΝΑΠΗΔ
άναμμα,-1,ΑΝΑΜΜ
αναλιγώνω,-1,ΑΝΑΛΙΓΩΝ
ανάλγητη,-1,ΑΝΑΛΓΗΤ
αναλγησία,-1,ΑΝΑΛΓΗΣΙ
ανακράζω,-1,ΑΝΑΚΡΑΖ
ανακατεύω,-1,ΑΝΑΚΑΤΕΥ
ανακάτεμα,-1,ΑΝΑΚΑΤΕΜ
αίσχος,-1,ΑΙΣΧ
αναίσχυντος,-1,ΑΝΑΙΣΧΥΝΤ
αναισχυντία,-1,ΑΝΑΙΣΧΥΝΤΙ
αναίσθητος,-1,ΑΝΑΙΣΘΗΤ
αναισθησία,-1,ΑΝΑΙΣΘΗΣΙ
αναιδής,-1,ΑΝΑΙΔ
ανάθεμα,-1,ΑΝΑΘΕΜ
αμφιθυμία,-1,ΑΜΦΙΘΥΜΙ
αμνησία,-1,ΑΜΝΗΣΙ
αμαυρώνει,-1,ΑΜΑΥΡΩΝ
αμάν,-1,ΑΜ
αλύτρωτος,-1,ΑΛΥΤΡΩΤ
αλυσίδα,-1,ΑΛΥΣΙΔ
αλύπητος,-1,ΑΛΥΠΗΤ
αλογομούρης,-1,ΑΛΟΓΟΜΟΥΡ
αλογικός,-1,ΑΛΟΓΙΚ
αλόγα,-1,ΑΛΟΓ
αλλόπιστος,-1,ΑΛΛΟΠΙΣΤ
αλληθωρίζω,-1,ΑΛΛΗΘΩΡΙΖ
αλλάχ,-1,ΑΛΛΑΧ
αλλαξοκωλιά,-1,ΑΛΛΑΞΟΚΩΛΙ
αλιεύω,-1,ΑΛΙΕΥ
αλητοτουρίστας,-1,ΑΛΗΤΟΤΟΥΡΙΣΤ
αλητοπαρέα,-1,ΑΛΗΤΟΠΑΡΕ
αλήτης,-1,ΑΛΗΤ
αληταριό,-1,ΑΛΗΤΑΡΙ
αληταράς,-1,ΑΛΗΤΑΡ
αλητάμπουρας,-1,ΑΛΗΤΑΜΠΟΥΡ
αλητάκι,-1,ΑΛΗΤΑΚ
αλευρώνω,-1,ΑΛΕΥΡΩΝ
άλαλος,-1,ΑΛΑΛ
ακροδεξιά,-1,ΑΚΡΟΔΕΞΙ
ακραίος,-1,ΑΚΡΑΙ
ακόρεστος,-1,ΑΚΟΡΕΣΤ
ακηδεμόνευτος,-1,ΑΚΗΔΕΜΟΝΕΥΤ
ακατανόητη,-1,ΑΚΑΤΑΝΟΗΤ
ακατάλληλος,-1,ΑΚΑΤΑΛΛΗΛ
άκαρδος,-1,ΑΚΑΡΔ
άκαπνος,-1,ΑΚΑΠΝ
ακαλλιέργητος,-1,ΑΚΑΛΛΙΕΡΓΗΤ
ακαλαίσθητος,-1,ΑΚΑΛΑΙΣΘΗΤ
ακαλαισθησία,-1,ΑΚΑΛΑΙΣΘΗΣΙ
αισχρό,-1,ΑΙΣΧΡ
αίσχος,-1,ΑΙΣΧ
αισθηματολόγος,-1,ΑΙΣΘΗΜΑΤΟΛΟΓ
αισθηματολογία,-1,ΑΙΣΘΗΜΑΤΟΛΟΓΙ
αισθηματισμός,-1,ΑΙΣΘΗΜΑΤΙΣΜ
αιρεσιάρχης,-1,ΑΙΡΕΣΙΑΡΧ
αίμα,-1,ΑΙΜ
αιδώς,-1,ΑΙΔ
αιδημοσύνη,-1,ΑΙΔΗΜΟΣΥΝ
αθλιότητες,-1,ΑΘΛΙΟΤΗΤ
άθλιες,-1,ΑΘΛΙ
αηδιάζω,-1,ΑΗΔΙΑΖ
αηδία,-1,ΑΗΔΙ
αηδής,-1,ΑΗΔ
αερολογία,-1,ΑΕΡΟΛΟΓΙ
αεροβατώ,-1,ΑΕΡΟΒΑΤ
αδράνεια,-1,ΑΔΡΑΝΕΙ
άδικος,-1,ΑΔΙΚ
αδιεξόδου,-1,ΑΔΙΕΞΟΔ
αδιαφορία,-1,ΑΔΙΑΦΟΡΙ
αδιάντροπος,-1,ΑΔΙΑΝΤΡΟΠ
αδιάλυτος,-1,ΑΔΙΑΛΥΤ
άδειος,-1,ΑΔΕΙ
άδειασμα,-1,ΑΔΕΙΑΣΜ
αδειάζω,-1,ΑΔΕΙΑΖ
άγχος,-1,ΑΓΧ
αγύριστο,-1,ΑΓΥΡΙΣΤ
αγροτοπατέρας,-1,ΑΓΡΟΤΟΠΑΤΕΡ
αγροίκος,-1,ΑΓΡΟΙΚ
αγριεύω,-1,ΑΓΡΙΕΥ
αγρίεμα,-1,ΑΓΡΙΕΜ
αγράμματος,-1,ΑΓΡΑΜΜΑΤ
αγορεύω,-1,ΑΓΟΡΕΥ
άγονος,-1,ΑΓΟΝ
αγκουσεύω,-1,ΑΓΚΟΥΣΕΥ
αγέλη,-1,ΑΓΕΛ
αγανακτώ,-1,ΑΓΑΝΑΚΤ
αγανάκτηση,-1,ΑΓΑΝΑΚΤΗΣ
αγάμητος,-1,ΑΓΑΜΗΤ
αγαμήσου,-1,ΑΓΑΜΗΣ
άβυσσο,-1,ΑΒΥΣΣ
